"frequency";"dBCav"
+5.86935000000000000000e+009;-2.18505656089199539176e-004
+5.86950000000000000000e+009;-2.18303221208792047441e-004
+5.86965000000000000000e+009;-2.18102671751042127488e-004
+5.86980000000000000000e+009;-2.17903984881679361899e-004
+5.86995000000000000000e+009;-2.17707138132902612224e-004
+5.87010000000000000000e+009;-2.17512109350821692365e-004
+5.87025000000000000000e+009;-2.17318876736442785679e-004
+5.87040000000000000000e+009;-2.17127418805164766006e-004
+5.87055000000000000000e+009;-2.16937714410406185623e-004
+5.87070000000000000000e+009;-2.16749742685260236375e-004
+5.87085000000000000000e+009;-2.16563483084927332727e-004
+5.87100000000000000000e+009;-2.16378915392501092185e-004
+5.87115000000000000000e+009;-2.16196019663516679661e-004
+5.87130000000000000000e+009;-2.16014776248613397588e-004
+5.87145000000000000000e+009;-2.15835165797874286436e-004
+5.87160000000000000000e+009;-2.15657169227555158431e-004
+5.87175000000000000000e+009;-2.15480767743229196859e-004
+5.87190000000000000000e+009;-2.15305942825803621173e-004
+5.87205000000000000000e+009;-2.15132676206445777036e-004
+5.87220000000000000000e+009;-2.14960949899853831545e-004
+5.87235000000000000000e+009;-2.14790746178700881191e-004
+5.87250000000000000000e+009;-2.14622047561580114481e-004
+5.87265000000000000000e+009;-2.14454836798538871559e-004
+5.87280000000000000000e+009;-2.14289096932316686832e-004
+5.87295000000000000000e+009;-2.14124811202389602003e-004
+5.87310000000000000000e+009;-2.13961963108618905124e-004
+5.87325000000000000000e+009;-2.13800536384248560497e-004
+5.87340000000000000000e+009;-2.13640514973242320396e-004
+5.87355000000000000000e+009;-2.13481883073680380695e-004
+5.87370000000000000000e+009;-2.13324625095326852022e-004
+5.87385000000000000000e+009;-2.13168725629734131686e-004
+5.87400000000000000000e+009;-2.13014169559217121132e-004
+5.87415000000000000000e+009;-2.12860941893873678544e-004
+5.87430000000000000000e+009;-2.12709027909490337597e-004
+5.87445000000000000000e+009;-2.12558413065570253522e-004
+5.87460000000000000000e+009;-2.12409083020280908729e-004
+5.87475000000000000000e+009;-2.12261023626114349663e-004
+5.87490000000000000000e+009;-2.12114220940977545038e-004
+5.87505000000000000000e+009;-2.11968661203118502977e-004
+5.87520000000000000000e+009;-2.11824330838358848182e-004
+5.87535000000000000000e+009;-2.11681216472630912440e-004
+5.87550000000000000000e+009;-2.11539304892920300037e-004
+5.87565000000000000000e+009;-2.11398583078125832345e-004
+5.87580000000000000000e+009;-2.11259038184111706685e-004
+5.87595000000000000000e+009;-2.11120657522491259007e-004
+5.87610000000000000000e+009;-2.10983428591004519830e-004
+5.87625000000000000000e+009;-2.10847339053748682094e-004
+5.87640000000000000000e+009;-2.10712376740213513590e-004
+5.87655000000000000000e+009;-2.10578529638530788978e-004
+5.87670000000000000000e+009;-2.10445785886312537478e-004
+5.87685000000000000000e+009;-2.10314133783188052067e-004
+5.87700000000000000000e+009;-2.10183561815877365756e-004
+5.87715000000000000000e+009;-2.10054058569951180961e-004
+5.87730000000000000000e+009;-2.09925612813731122782e-004
+5.87745000000000000000e+009;-2.09798213450553293130e-004
+5.87760000000000000000e+009;-2.09671849550110468447e-004
+5.87775000000000000000e+009;-2.09546510289625105864e-004
+5.87790000000000000000e+009;-2.09422185024248568930e-004
+5.87805000000000000000e+009;-2.09298863201714087845e-004
+5.87820000000000000000e+009;-2.09176534450576992723e-004
+5.87835000000000000000e+009;-2.09055188519458951197e-004
+5.87850000000000000000e+009;-2.08934815267886351631e-004
+5.87865000000000000000e+009;-2.08815404718366701880e-004
+5.87880000000000000000e+009;-2.08696947004312122111e-004
+5.87895000000000000000e+009;-2.08579432374379216374e-004
+5.87910000000000000000e+009;-2.08462851220917778656e-004
+5.87925000000000000000e+009;-2.08347194047182459210e-004
+5.87940000000000000000e+009;-2.08232451503978445613e-004
+5.87955000000000000000e+009;-2.08118614293224471349e-004
+5.87970000000000000000e+009;-2.08005673313090813561e-004
+5.87985000000000000000e+009;-2.07893619530701923362e-004
+5.88000000000000000000e+009;-2.07782444036623548111e-004
+5.88015000000000000000e+009;-2.07672138027021886512e-004
+5.88030000000000000000e+009;-2.07562692813307106150e-004
+5.88045000000000000000e+009;-2.07454099835152497387e-004
+5.88060000000000000000e+009;-2.07346350591059401525e-004
+5.88075000000000000000e+009;-2.07239436731419487438e-004
+5.88090000000000000000e+009;-2.07133349988597345289e-004
+5.88105000000000000000e+009;-2.07028082199593374806e-004
+5.88120000000000000000e+009;-2.06923625283863258555e-004
+5.88135000000000000000e+009;-2.06819971316610055900e-004
+5.88150000000000000000e+009;-2.06717112400522842058e-004
+5.88165000000000000000e+009;-2.06615040777643739576e-004
+5.88180000000000000000e+009;-2.06513748755111182587e-004
+5.88195000000000000000e+009;-2.06413228776041476984e-004
+5.88210000000000000000e+009;-2.06313473332252883671e-004
+5.88225000000000000000e+009;-2.06214475042861954818e-004
+5.88240000000000000000e+009;-2.06116226582920018719e-004
+5.88255000000000000000e+009;-2.06018720728256459276e-004
+5.88270000000000000000e+009;-2.05921950354514318162e-004
+5.88285000000000000000e+009;-2.05825908397128733455e-004
+5.88300000000000000000e+009;-2.05730587889419759551e-004
+5.88315000000000000000e+009;-2.05635981965485506451e-004
+5.88330000000000000000e+009;-2.05542083827895273162e-004
+5.88345000000000000000e+009;-2.05448886739492870852e-004
+5.88360000000000000000e+009;-2.05356384058113616668e-004
+5.88375000000000000000e+009;-2.05264569231280525133e-004
+5.88390000000000000000e+009;-2.05173435766790770562e-004
+5.88405000000000000000e+009;-2.05082977268879630001e-004
+5.88420000000000000000e+009;-2.04993187386626717073e-004
+5.88435000000000000000e+009;-2.04904059858316818597e-004
+5.88450000000000000000e+009;-2.04815588521566126039e-004
+5.88465000000000000000e+009;-2.04727767252566310481e-004
+5.88480000000000000000e+009;-2.04640589998391497642e-004
+5.88495000000000000000e+009;-2.04554050782784085667e-004
+5.88510000000000000000e+009;-2.04468143708565875229e-004
+5.88525000000000000000e+009;-2.04382862947029774695e-004
+5.88540000000000000000e+009;-2.04298202722510085323e-004
+5.88555000000000000000e+009;-2.04214157326365619311e-004
+5.88570000000000000000e+009;-2.04130721119390721487e-004
+5.88585000000000000000e+009;-2.04047888539048225941e-004
+5.88600000000000000000e+009;-2.03965654084521262526e-004
+5.88615000000000000000e+009;-2.03884012293086567050e-004
+5.88630000000000000000e+009;-2.03802957771456218217e-004
+5.88645000000000000000e+009;-2.03722485212654409953e-004
+5.88660000000000000000e+009;-2.03642589344905450494e-004
+5.88675000000000000000e+009;-2.03563264975512915080e-004
+5.88690000000000000000e+009;-2.03484506941676467811e-004
+5.88705000000000000000e+009;-2.03406310166425580675e-004
+5.88720000000000000000e+009;-2.03328669610400888761e-004
+5.88735000000000000000e+009;-2.03251580305607057290e-004
+5.88750000000000000000e+009;-2.03175037339500840806e-004
+5.88765000000000000000e+009;-2.03099035833292511409e-004
+5.88780000000000000000e+009;-2.03023570975216852141e-004
+5.88795000000000000000e+009;-2.02948638019568623628e-004
+5.88810000000000000000e+009;-2.02874232251503100292e-004
+5.88825000000000000000e+009;-2.02800349031397069604e-004
+5.88840000000000000000e+009;-2.02726983742290640987e-004
+5.88855000000000000000e+009;-2.02654131836659185447e-004
+5.88870000000000000000e+009;-2.02581788825323112855e-004
+5.88885000000000000000e+009;-2.02509950245623529530e-004
+5.88900000000000000000e+009;-2.02438611686013813758e-004
+5.88915000000000000000e+009;-2.02367768810650974472e-004
+5.88930000000000000000e+009;-2.02297417295264984330e-004
+5.88945000000000000000e+009;-2.02227552883092363215e-004
+5.88960000000000000000e+009;-2.02158171362695434671e-004
+5.88975000000000000000e+009;-2.02089268556872347134e-004
+5.88990000000000000000e+009;-2.02020840350141382170e-004
+5.89005000000000000000e+009;-2.01952882647755266321e-004
+5.89020000000000000000e+009;-2.01885391420544504796e-004
+5.89035000000000000000e+009;-2.01818362679843552824e-004
+5.89050000000000000000e+009;-2.01751792461578793522e-004
+5.89065000000000000000e+009;-2.01685676873040585933e-004
+5.89080000000000000000e+009;-2.01620012028270236557e-004
+5.89095000000000000000e+009;-2.01554794109779861428e-004
+5.89110000000000000000e+009;-2.01490019345407434448e-004
+5.89125000000000000000e+009;-2.01425683963955652611e-004
+5.89140000000000000000e+009;-2.01361784273788272260e-004
+5.89155000000000000000e+009;-2.01298316609789691971e-004
+5.89170000000000000000e+009;-2.01235277318417057207e-004
+5.89185000000000000000e+009;-2.01172662838707618253e-004
+5.89200000000000000000e+009;-2.01110469608734498612e-004
+5.89215000000000000000e+009;-2.01048694101288710073e-004
+5.89230000000000000000e+009;-2.00987332855703061457e-004
+5.89245000000000000000e+009;-2.00926382400702771471e-004
+5.89260000000000000000e+009;-2.00865839353253264983e-004
+5.89275000000000000000e+009;-2.00805700327427261252e-004
+5.89290000000000000000e+009;-2.00745961989373796971e-004
+5.89305000000000000000e+009;-2.00686621037066468100e-004
+5.89320000000000000000e+009;-2.00627674197410480307e-004
+5.89335000000000000000e+009;-2.00569118240225658604e-004
+5.89350000000000000000e+009;-2.00510949945940366787e-004
+5.89365000000000000000e+009;-2.00453166175990353699e-004
+5.89380000000000000000e+009;-2.00395763749861634566e-004
+5.89395000000000000000e+009;-2.00338739601800585113e-004
+5.89410000000000000000e+009;-2.00282090626514679404e-004
+5.89425000000000000000e+009;-2.00225813805987281138e-004
+5.89440000000000000000e+009;-2.00169906124612938334e-004
+5.89455000000000000000e+009;-2.00114364574019291173e-004
+5.89470000000000000000e+009;-2.00059186226841391985e-004
+5.89485000000000000000e+009;-2.00004368160054191769e-004
+5.89500000000000000000e+009;-1.99949907471849204097e-004
+5.89515000000000000000e+009;-1.99895801299475078978e-004
+5.89530000000000000000e+009;-1.99842046817309024025e-004
+5.89545000000000000000e+009;-1.99788641195871116306e-004
+5.89560000000000000000e+009;-1.99735581669812289549e-004
+5.89575000000000000000e+009;-1.99682865500786074688e-004
+5.89590000000000000000e+009;-1.99630489948035333338e-004
+5.89605000000000000000e+009;-1.99578452310342397986e-004
+5.89620000000000000000e+009;-1.99526749936637095781e-004
+5.89635000000000000000e+009;-1.99475380166688016567e-004
+5.89650000000000000000e+009;-1.99424340378356515892e-004
+5.89665000000000000000e+009;-1.99373628000133724198e-004
+5.89680000000000000000e+009;-1.99323240440741348200e-004
+5.89695000000000000000e+009;-1.99273175166763555095e-004
+5.89710000000000000000e+009;-1.99223429665036622614e-004
+5.89725000000000000000e+009;-1.99174001446024006180e-004
+5.89740000000000000000e+009;-1.99124888034172740046e-004
+5.89755000000000000000e+009;-1.99076086985272110398e-004
+5.89770000000000000000e+009;-1.99027595868130719944e-004
+5.89785000000000000000e+009;-1.98979412314723521802e-004
+5.89800000000000000000e+009;-1.98931533923754936492e-004
+5.89815000000000000000e+009;-1.98883958349863076455e-004
+5.89830000000000000000e+009;-1.98836683266009260585e-004
+5.89845000000000000000e+009;-1.98789706367817668948e-004
+5.89860000000000000000e+009;-1.98743025372611161784e-004
+5.89875000000000000000e+009;-1.98696638008802822046e-004
+5.89890000000000000000e+009;-1.98650542045791854515e-004
+5.89905000000000000000e+009;-1.98604735260210339296e-004
+5.89920000000000000000e+009;-1.98559215433994463258e-004
+5.89935000000000000000e+009;-1.98513980425266053096e-004
+5.89950000000000000000e+009;-1.98469028055018757370e-004
+5.89965000000000000000e+009;-1.98424356178963625036e-004
+5.89980000000000000000e+009;-1.98379962710674301058e-004
+5.89995000000000000000e+009;-1.98335845522738660933e-004
+5.90010000000000000000e+009;-1.98292002549946749573e-004
+5.90025000000000000000e+009;-1.98248431742036425925e-004
+5.90040000000000000000e+009;-1.98205131047781449262e-004
+5.90055000000000000000e+009;-1.98162098442475787408e-004
+5.90070000000000000000e+009;-1.98119331941917168477e-004
+5.90085000000000000000e+009;-1.98076829561421338503e-004
+5.90100000000000000000e+009;-1.98034589338002506862e-004
+5.90115000000000000000e+009;-1.97992609319282988033e-004
+5.90130000000000000000e+009;-1.97950887574583668255e-004
+5.90145000000000000000e+009;-1.97909422207460743669e-004
+5.90160000000000000000e+009;-1.97868211322434889559e-004
+5.90175000000000000000e+009;-1.97827253038492396333e-004
+5.90190000000000000000e+009;-1.97786545512230310922e-004
+5.90205000000000000000e+009;-1.97746086891084063477e-004
+5.90220000000000000000e+009;-1.97705875346598650491e-004
+5.90235000000000000000e+009;-1.97665909079250217383e-004
+5.90250000000000000000e+009;-1.97626186301087575139e-004
+5.90265000000000000000e+009;-1.97586705255983768751e-004
+5.90280000000000000000e+009;-1.97547464142968753464e-004
+5.90295000000000000000e+009;-1.97508461255580978436e-004
+5.90310000000000000000e+009;-1.97469694850712913607e-004
+5.90325000000000000000e+009;-1.97431163235886505654e-004
+5.90340000000000000000e+009;-1.97392864690174940981e-004
+5.90355000000000000000e+009;-1.97354797557746606271e-004
+5.90370000000000000000e+009;-1.97316960156731878570e-004
+5.90385000000000000000e+009;-1.97279350850586694633e-004
+5.90400000000000000000e+009;-1.97241967990230280183e-004
+5.90415000000000000000e+009;-1.97204809970460769692e-004
+5.90430000000000000000e+009;-1.97167875181736886861e-004
+5.90445000000000000000e+009;-1.97131162016445988421e-004
+5.90460000000000000000e+009;-1.97094668926766660149e-004
+5.90475000000000000000e+009;-1.97058394317623376390e-004
+5.90490000000000000000e+009;-1.97022336657106934788e-004
+5.90505000000000000000e+009;-1.96986494421987632167e-004
+5.90520000000000000000e+009;-1.96950866064444379561e-004
+5.90535000000000000000e+009;-1.96915450080535050972e-004
+5.90550000000000000000e+009;-1.96880244988498101337e-004
+5.90565000000000000000e+009;-1.96845249294517446372e-004
+5.90580000000000000000e+009;-1.96810461521171358367e-004
+5.90595000000000000000e+009;-1.96775880239256862822e-004
+5.90610000000000000000e+009;-1.96741503981960445552e-004
+5.90625000000000000000e+009;-1.96707331321043611206e-004
+5.90640000000000000000e+009;-1.96673360852859304424e-004
+5.90655000000000000000e+009;-1.96639591152062304666e-004
+5.90670000000000000000e+009;-1.96606020829953479032e-004
+5.90685000000000000000e+009;-1.96572648517121271799e-004
+5.90700000000000000000e+009;-1.96539472819562605933e-004
+5.90715000000000000000e+009;-1.96506492398725978723e-004
+5.90730000000000000000e+009;-1.96473705904005104287e-004
+5.90745000000000000000e+009;-1.96441111985276166711e-004
+5.90760000000000000000e+009;-1.96408709347384454434e-004
+5.90775000000000000000e+009;-1.96376496652742970998e-004
+5.90790000000000000000e+009;-1.96344472608608134950e-004
+5.90805000000000000000e+009;-1.96312635928022534990e-004
+5.90820000000000000000e+009;-1.96280985330779544646e-004
+5.90835000000000000000e+009;-1.96249519552584613790e-004
+5.90850000000000000000e+009;-1.96218237317570824881e-004
+5.90865000000000000000e+009;-1.96187137393750277549e-004
+5.90880000000000000000e+009;-1.96156218558296552680e-004
+5.90895000000000000000e+009;-1.96125479566684984660e-004
+5.90910000000000000000e+009;-1.96094919210072760312e-004
+5.90925000000000000000e+009;-1.96064536285885381321e-004
+5.90940000000000000000e+009;-1.96034329587208884385e-004
+5.90955000000000000000e+009;-1.96004297949079419293e-004
+5.90970000000000000000e+009;-1.95974440172298015666e-004
+5.90985000000000000000e+009;-1.95944755115528082296e-004
+5.91000000000000000000e+009;-1.95915241608019680131e-004
+5.91015000000000000000e+009;-1.95885898515186867262e-004
+5.91030000000000000000e+009;-1.95856724685567308922e-004
+5.91045000000000000000e+009;-1.95827719008202240890e-004
+5.91060000000000000000e+009;-1.95798880355256451876e-004
+5.91075000000000000000e+009;-1.95770207628790358662e-004
+5.91090000000000000000e+009;-1.95741699719774019800e-004
+5.91105000000000000000e+009;-1.95713355539429523060e-004
+5.91120000000000000000e+009;-1.95685174020677121395e-004
+5.91135000000000000000e+009;-1.95657154074738983893e-004
+5.91150000000000000000e+009;-1.95629294646590200886e-004
+5.91165000000000000000e+009;-1.95601594685545544534e-004
+5.91180000000000000000e+009;-1.95574053134169300325e-004
+5.91195000000000000000e+009;-1.95546668963956875569e-004
+5.91210000000000000000e+009;-1.95519441152190037465e-004
+5.91225000000000000000e+009;-1.95492368663613652439e-004
+5.91240000000000000000e+009;-1.95465450493832585722e-004
+5.91255000000000000000e+009;-1.95438685638451702543e-004
+5.91270000000000000000e+009;-1.95412073095486835605e-004
+5.91285000000000000000e+009;-1.95385611891402848940e-004
+5.91300000000000000000e+009;-1.95359301036752421813e-004
+5.91315000000000000000e+009;-1.95333139566197691410e-004
+5.91330000000000000000e+009;-1.95307126511989773230e-004
+5.91345000000000000000e+009;-1.95281260923256365369e-004
+5.91360000000000000000e+009;-1.95255541845267737225e-004
+5.91375000000000000000e+009;-1.95229968324740727837e-004
+5.91390000000000000000e+009;-1.95204539461914792272e-004
+5.91405000000000000000e+009;-1.95179254301578082326e-004
+5.91420000000000000000e+009;-1.95154111936737367479e-004
+5.91435000000000000000e+009;-1.95129111459435100693e-004
+5.91450000000000000000e+009;-1.95104251963160277468e-004
+5.91465000000000000000e+009;-1.95079532539473151850e-004
+5.91480000000000000000e+009;-1.95054952305489924134e-004
+5.91495000000000000000e+009;-1.95030510401953890987e-004
+5.91510000000000000000e+009;-1.95006205917532275586e-004
+5.91525000000000000000e+009;-1.94982038017077751206e-004
+5.91540000000000000000e+009;-1.94958005796972615262e-004
+5.91555000000000000000e+009;-1.94934108451965006472e-004
+5.91570000000000000000e+009;-1.94910345100135712695e-004
+5.91585000000000000000e+009;-1.94886714914052427234e-004
+5.91600000000000000000e+009;-1.94863217047959772464e-004
+5.91615000000000000000e+009;-1.94839850679247457953e-004
+5.91630000000000000000e+009;-1.94816614982894144477e-004
+5.91645000000000000000e+009;-1.94793509156059127963e-004
+5.91660000000000000000e+009;-1.94770532367452808538e-004
+5.91675000000000000000e+009;-1.94747683844612146488e-004
+5.91690000000000000000e+009;-1.94724962763962589074e-004
+5.91705000000000000000e+009;-1.94702368353041150792e-004
+5.91720000000000000000e+009;-1.94679899804667635478e-004
+5.91735000000000000000e+009;-1.94657556370488380023e-004
+5.91750000000000000000e+009;-1.94635337251038208293e-004
+5.91765000000000000000e+009;-1.94613241696516968849e-004
+5.91780000000000000000e+009;-1.94591268931568753741e-004
+5.91795000000000000000e+009;-1.94569418225198735584e-004
+5.91810000000000000000e+009;-1.94547688805908597755e-004
+5.91825000000000000000e+009;-1.94526079944150028303e-004
+5.91840000000000000000e+009;-1.94504590896873660617e-004
+5.91855000000000000000e+009;-1.94483220937906656472e-004
+5.91870000000000000000e+009;-1.94461969329985846517e-004
+5.91885000000000000000e+009;-1.94440835365743689474e-004
+5.91900000000000000000e+009;-1.94419818319489491826e-004
+5.91915000000000000000e+009;-1.94398917491570732323e-004
+5.91930000000000000000e+009;-1.94378132164976081099e-004
+5.91945000000000000000e+009;-1.94357461650661149117e-004
+5.91960000000000000000e+009;-1.94336905253795241659e-004
+5.91975000000000000000e+009;-1.94316462277136804953e-004
+5.91990000000000000000e+009;-1.94296132044178188102e-004
+5.92005000000000000000e+009;-1.94275913881305015022e-004
+5.92020000000000000000e+009;-1.94255807112491860836e-004
+5.92035000000000000000e+009;-1.94235811059302550035e-004
+5.92050000000000000000e+009;-1.94215925073196237025e-004
+5.92065000000000000000e+009;-1.94196148480076428121e-004
+5.92080000000000000000e+009;-1.94176480647314489598e-004
+5.92095000000000000000e+009;-1.94156920913350801439e-004
+5.92110000000000000000e+009;-1.94137468644592332085e-004
+5.92125000000000000000e+009;-1.94118123177068575358e-004
+5.92140000000000000000e+009;-1.94098883908046471397e-004
+5.92155000000000000000e+009;-1.94079750188985364345e-004
+5.92170000000000000000e+009;-1.94060721407508649699e-004
+5.92185000000000000000e+009;-1.94041796932434371797e-004
+5.92200000000000000000e+009;-1.94022976159100810642e-004
+5.92215000000000000000e+009;-1.94004258458254887553e-004
+5.92230000000000000000e+009;-1.93985643240182615253e-004
+5.92245000000000000000e+009;-1.93967129900222382162e-004
+5.92260000000000000000e+009;-1.93948717840463198897e-004
+5.92275000000000000000e+009;-1.93930406473119900952e-004
+5.92290000000000000000e+009;-1.93912195197388332549e-004
+5.92305000000000000000e+009;-1.93894083431751915094e-004
+5.92320000000000000000e+009;-1.93876070601926674261e-004
+5.92335000000000000000e+009;-1.93858156124467235788e-004
+5.92350000000000000000e+009;-1.93840339431358184155e-004
+5.92365000000000000000e+009;-1.93822619952655308181e-004
+5.92380000000000000000e+009;-1.93804997129022583101e-004
+5.92395000000000000000e+009;-1.93787470400641703922e-004
+5.92410000000000000000e+009;-1.93770039203354792244e-004
+5.92425000000000000000e+009;-1.93752702994702270377e-004
+5.92440000000000000000e+009;-1.93735461232706813756e-004
+5.92455000000000000000e+009;-1.93718313354657167835e-004
+5.92470000000000000000e+009;-1.93701258839309883820e-004
+5.92485000000000000000e+009;-1.93684297135526210104e-004
+5.92500000000000000000e+009;-1.93667427724473692474e-004
+5.92515000000000000000e+009;-1.93650650078158422570e-004
+5.92530000000000000000e+009;-1.93633963656049780996e-004
+5.92545000000000000000e+009;-1.93617367958602700981e-004
+5.92560000000000000000e+009;-1.93600862453965953886e-004
+5.92575000000000000000e+009;-1.93584446636808275681e-004
+5.92590000000000000000e+009;-1.93568120000352076639e-004
+5.92605000000000000000e+009;-1.93551882020943103119e-004
+5.92620000000000000000e+009;-1.93535732222181456859e-004
+5.92635000000000000000e+009;-1.93519670072215827904e-004
+5.92650000000000000000e+009;-1.93503695106700857216e-004
+5.92665000000000000000e+009;-1.93487806816447987590e-004
+5.92680000000000000000e+009;-1.93472004719753295316e-004
+5.92695000000000000000e+009;-1.93456288331537464269e-004
+5.92710000000000000000e+009;-1.93440657173471854732e-004
+5.92725000000000000000e+009;-1.93425110750833524620e-004
+5.92740000000000000000e+009;-1.93409648608438731673e-004
+5.92755000000000000000e+009;-1.93394270266994438342e-004
+5.92770000000000000000e+009;-1.93378975257815820601e-004
+5.92785000000000000000e+009;-1.93363763117039745435e-004
+5.92800000000000000000e+009;-1.93348633389000434295e-004
+5.92815000000000000000e+009;-1.93333585604530701612e-004
+5.92830000000000000000e+009;-1.93318619308929166671e-004
+5.92845000000000000000e+009;-1.93303734059066707751e-004
+5.92860000000000000000e+009;-1.93288929398313175578e-004
+5.92875000000000000000e+009;-1.93274204880646417563e-004
+5.92890000000000000000e+009;-1.93259560070652386225e-004
+5.92905000000000000000e+009;-1.93244994518451500276e-004
+5.92920000000000000000e+009;-1.93230507790558480793e-004
+5.92935000000000000000e+009;-1.93216099463613927940e-004
+5.92950000000000000000e+009;-1.93201769094971135751e-004
+5.92965000000000000000e+009;-1.93187516264163762362e-004
+5.92980000000000000000e+009;-1.93173340538670980891e-004
+5.92995000000000000000e+009;-1.93159241509599006624e-004
+5.93010000000000000000e+009;-1.93145218732854536845e-004
+5.93025000000000000000e+009;-1.93131271818349002471e-004
+5.93040000000000000000e+009;-1.93117400339347855195e-004
+5.93055000000000000000e+009;-1.93103603880688887021e-004
+5.93070000000000000000e+009;-1.93089882060480720703e-004
+5.93085000000000000000e+009;-1.93076234440898531017e-004
+5.93100000000000000000e+009;-1.93062660637640081665e-004
+5.93115000000000000000e+009;-1.93049160262545572118e-004
+5.93130000000000000000e+009;-1.93035732880201117527e-004
+5.93145000000000000000e+009;-1.93022378139093059215e-004
+5.93160000000000000000e+009;-1.93009095620684013612e-004
+5.93175000000000000000e+009;-1.92995884948386710236e-004
+5.93190000000000000000e+009;-1.92982745722469008253e-004
+5.93205000000000000000e+009;-1.92969677579362601343e-004
+5.93220000000000000000e+009;-1.92956680124157256518e-004
+5.93235000000000000000e+009;-1.92943752979301305465e-004
+5.93250000000000000000e+009;-1.92930895780262233767e-004
+5.93265000000000000000e+009;-1.92918108135022812197e-004
+5.93280000000000000000e+009;-1.92905389684836750704e-004
+5.93295000000000000000e+009;-1.92892740060349518602e-004
+5.93310000000000000000e+009;-1.92880158887867093117e-004
+5.93325000000000000000e+009;-1.92867645812982757602e-004
+5.93340000000000000000e+009;-1.92855200473092739093e-004
+5.93355000000000000000e+009;-1.92842822498842615328e-004
+5.93370000000000000000e+009;-1.92830511543058490771e-004
+5.93385000000000000000e+009;-1.92818267268210204266e-004
+5.93400000000000000000e+009;-1.92806089287584714667e-004
+5.93415000000000000000e+009;-1.92793977266062855399e-004
+5.93430000000000000000e+009;-1.92781930879615519964e-004
+5.93445000000000000000e+009;-1.92769949743458544195e-004
+5.93460000000000000000e+009;-1.92758033545135378743e-004
+5.93475000000000000000e+009;-1.92746181929757243569e-004
+5.93490000000000000000e+009;-1.92734394561722746078e-004
+5.93505000000000000000e+009;-1.92722671113145459492e-004
+5.93520000000000000000e+009;-1.92711011236851623802e-004
+5.93535000000000000000e+009;-1.92699414610741036596e-004
+5.93550000000000000000e+009;-1.92687880905962873263e-004
+5.93565000000000000000e+009;-1.92676409790291187831e-004
+5.93580000000000000000e+009;-1.92665000932464242425e-004
+5.93595000000000000000e+009;-1.92653654026776191208e-004
+5.93610000000000000000e+009;-1.92642368739072238331e-004
+5.93625000000000000000e+009;-1.92631144755449454538e-004
+5.93640000000000000000e+009;-1.92619981763451317584e-004
+5.93655000000000000000e+009;-1.92608879441942104204e-004
+5.93670000000000000000e+009;-1.92597837469303919322e-004
+5.93685000000000000000e+009;-1.92586855558153960920e-004
+5.93700000000000000000e+009;-1.92575933376748346416e-004
+5.93715000000000000000e+009;-1.92565070625167562759e-004
+5.93730000000000000000e+009;-1.92554267017475350468e-004
+5.93745000000000000000e+009;-1.92543522218552651390e-004
+5.93760000000000000000e+009;-1.92532835943909748583e-004
+5.93775000000000000000e+009;-1.92522207896038096472e-004
+5.93790000000000000000e+009;-1.92511637789001435576e-004
+5.93805000000000000000e+009;-1.92501125303592784087e-004
+5.93820000000000000000e+009;-1.92490670168823750771e-004
+5.93835000000000000000e+009;-1.92480272069826981434e-004
+5.93850000000000000000e+009;-1.92469930726934802508e-004
+5.93865000000000000000e+009;-1.92459645864336833599e-004
+5.93880000000000000000e+009;-1.92449417186935469500e-004
+5.93895000000000000000e+009;-1.92439244410241020377e-004
+5.93910000000000000000e+009;-1.92429127253139270123e-004
+5.93925000000000000000e+009;-1.92419065431140583113e-004
+5.93940000000000000000e+009;-1.92409058673738712821e-004
+5.93955000000000000000e+009;-1.92399106695961933126e-004
+5.93970000000000000000e+009;-1.92389209223928713509e-004
+5.93985000000000000000e+009;-1.92379365978935696919e-004
+5.94000000000000000000e+009;-1.92369576717479017196e-004
+5.94015000000000000000e+009;-1.92359841131924276785e-004
+5.94030000000000000000e+009;-1.92350158959962420999e-004
+5.94045000000000000000e+009;-1.92340529961947012379e-004
+5.94060000000000000000e+009;-1.92330953848084606692e-004
+5.94075000000000000000e+009;-1.92321430371013773553e-004
+5.94090000000000000000e+009;-1.92311959250584694689e-004
+5.94105000000000000000e+009;-1.92302540241847042717e-004
+5.94120000000000000000e+009;-1.92293173076223312566e-004
+5.94135000000000000000e+009;-1.92283857512138460846e-004
+5.94150000000000000000e+009;-1.92274593271371383634e-004
+5.94165000000000000000e+009;-1.92265380114275751889e-004
+5.94180000000000000000e+009;-1.92256217793490297857e-004
+5.94195000000000000000e+009;-1.92247106037062368000e-004
+5.94210000000000000000e+009;-1.92238044628972621231e-004
+5.94225000000000000000e+009;-1.92229033282802897311e-004
+5.94240000000000000000e+009;-1.92220071784462705027e-004
+5.94255000000000000000e+009;-1.92211159876464870435e-004
+5.94270000000000000000e+009;-1.92202297320609661246e-004
+5.94285000000000000000e+009;-1.92193483858445614103e-004
+5.94300000000000000000e+009;-1.92184719279739720703e-004
+5.94315000000000000000e+009;-1.92176003310128360032e-004
+5.94330000000000000000e+009;-1.92167335746129173089e-004
+5.94345000000000000000e+009;-1.92158716333630324134e-004
+5.94360000000000000000e+009;-1.92150144849379840703e-004
+5.94375000000000000000e+009;-1.92141621041676800320e-004
+5.94390000000000000000e+009;-1.92133144694502078741e-004
+5.94405000000000000000e+009;-1.92124715568691600050e-004
